"cty","Name","College_Graduation_Rate_rP_gP_p25"
"cty39129","Pickaway County, OH",0.0969
"cty55137","Waushara County, WI",0.0969
"cty48497","Wise County, TX",0.0968
"cty01057","Fayette County, AL",0.0967
"cty18115","Ohio County, IN",0.0967
"cty48403","Sabine County, TX",0.0963
"cty18119","Owen County, IN",0.0962
"cty47151","Scott County, TN",0.0962
"cty37071","Gaston County, NC",0.096
"cty18015","Carroll County, IN",0.096
"cty48021","Bastrop County, TX",0.096
"cty18045","Fountain County, IN",0.096
"cty21003","Allen County, KY",0.0958
"cty37027","Caldwell County, NC",0.0956
"cty20209","Wyandotte County, KS",0.0955
"cty05071","Johnson County, AR",0.095
"cty29009","Barry County, MO",0.095
"cty28117","Prentiss County, MS",0.0949
"cty13173","Lanier County, GA",0.0949
"cty01007","Bibb County, AL",0.0947
"cty47143","Rhea County, TN",0.0945
"cty05073","Lafayette County, AR",0.0944
"cty18079","Jennings County, IN",0.0942
"cty21027","Breckinridge County, KY",0.094
"cty29057","Dade County, MO",0.0939
"cty45055","Kershaw County, SC",0.0938
"cty05105","Perry County, AR",0.0937
"cty05099","Nevada County, AR",0.0937
"cty12029","Dixie County, FL",0.0936
"cty55078","Menominee County, WI",0.0934
"cty29155","Pemiscot County, MO",0.0932
"cty47051","Franklin County, TN",0.0931
"cty48429","Stephens County, TX",0.093
"cty37033","Caswell County, NC",0.093
"cty42057","Fulton County, PA",0.0929
"cty47013","Campbell County, TN",0.0927
"cty37109","Lincoln County, NC",0.0925
"cty28041","Greene County, MS",0.0924
"cty56007","Carbon County, WY",0.0923
"cty48351","Newton County, TX",0.0923
"cty37165","Scotland County, NC",0.0922
"cty12007","Bradford County, FL",0.0921
"cty13155","Irwin County, GA",0.0921
"cty37105","Lee County, NC",0.0921
"cty17127","Massac County, IL",0.0918
"cty53021","Franklin County, WA",0.0918
"cty28003","Alcorn County, MS",0.0916
"cty48057","Calhoun County, TX",0.0916
"cty48213","Henderson County, TX",0.0915
"cty27065","Kanabec County, MN",0.0915
"cty01111","Randolph County, AL",0.0915
"cty53027","Grays Harbor County, WA",0.0914
"cty13167","Johnson County, GA",0.0913
"cty39117","Morrow County, OH",0.0912
"cty18143","Scott County, IN",0.0912
"cty12047","Hamilton County, FL",0.0912
"cty53041","Lewis County, WA",0.0911
"cty13055","Chattooga County, GA",0.0911
"cty48243","Jeff Davis County, TX",0.091
"cty51670","Hopewell city, VA",0.0909
"cty01079","Lawrence County, AL",0.0908
"cty51139","Page County, VA",0.0905
"cty17033","Crawford County, IL",0.0904
"cty54043","Lincoln County, WV",0.0903
"cty47099","Lawrence County, TN",0.0902
"cty48109","Culberson County, TX",0.0902
"cty37157","Rockingham County, NC",0.0901
"cty18135","Randolph County, IN",0.0901
"cty56031","Platte County, WY",0.09
"cty48103","Crane County, TX",0.0899
"cty13253","Seminole County, GA",0.0899
"cty37151","Randolph County, NC",0.0895
"cty26123","Newaygo County, MI",0.0895
"cty39163","Vinton County, OH",0.0895
"cty13289","Twiggs County, GA",0.0895
"cty13103","Effingham County, GA",0.0895
"cty27021","Cass County, MN",0.0894
"cty21047","Christian County, KY",0.0894
"cty47045","Dyer County, TN",0.0894
"cty48405","San Augustine County, TX",0.0893
"cty35025","Lea County, NM",0.0893
"cty13209","Montgomery County, GA",0.0892
"cty48189","Hale County, TX",0.0891
"cty17193","White County, IL",0.0891
"cty47185","White County, TN",0.0889
"cty54085","Ritchie County, WV",0.0887
"cty02105","Hoonah-Angoon Census Area, AK",0.0887
"cty39015","Brown County, OH",0.0886
"cty29179","Reynolds County, MO",0.0885
"cty26157","Tuscola County, MI",0.0883
"cty55001","Adams County, WI",0.088
"cty47135","Perry County, TN",0.0874
"cty21063","Elliott County, KY",0.0872
"cty13075","Cook County, GA",0.0868
"cty48375","Potter County, TX",0.0865
"cty48449","Titus County, TX",0.0865
"cty46085","Lyman County, SD",0.0862
"cty54017","Doddridge County, WV",0.0862
"cty18133","Putnam County, IN",0.0862
"cty13143","Haralson County, GA",0.0861
"cty26117","Montcalm County, MI",0.086
"cty42099","Perry County, PA",0.0857
"cty47147","Robertson County, TN",0.0853
"cty20097","Kiowa County, KS",0.0853
"cty01049","DeKalb County, AL",0.0852
"cty37079","Greene County, NC",0.0852
"cty47073","Hawkins County, TN",0.0847
"cty13077","Coweta County, GA",0.0847
"cty42087","Mifflin County, PA",0.0846
"cty54023","Grant County, WV",0.0844
"cty55041","Forest County, WI",0.0843
"cty26141","Presque Isle County, MI",0.0838
"cty47171","Unicoi County, TN",0.0834
"cty26027","Cass County, MI",0.0834
"cty13221","Oglethorpe County, GA",0.0834
"cty47095","Lake County, TN",0.0834
"cty28017","Chickasaw County, MS",0.0833
"cty13265","Taliaferro County, GA",0.0832
"cty22119","Webster Parish, LA",0.0829
"cty47043","Dickson County, TN",0.0829
"cty32013","Humboldt County, NV",0.0827
"cty21091","Hancock County, KY",0.0826
"cty48467","Van Zandt County, TX",0.0824
"cty39141","Ross County, OH",0.0822
"cty53051","Pend Oreille County, WA",0.0821
"cty16015","Boise County, ID",0.082
"cty13295","Walker County, GA",0.082
"cty13193","Macon County, GA",0.0818
"cty22037","East Feliciana Parish, LA",0.0817
"cty51053","Dinwiddie County, VA",0.0814
"cty47153","Sequatchie County, TN",0.0813
"cty18013","Brown County, IN",0.0809
"cty01093","Marion County, AL",0.0805
"cty51079","Greene County, VA",0.0804
"cty37115","Madison County, NC",0.08
"cty13307","Webster County, GA",0.0799
"cty39105","Meigs County, OH",0.0797
"cty54067","Nicholas County, WV",0.0797
"cty06021","Glenn County, CA",0.0795
"cty13111","Fannin County, GA",0.0793
"cty13259","Stewart County, GA",0.0792
"cty47173","Union County, TN",0.0791
"cty51057","Essex County, VA",0.0787
"cty18113","Noble County, IN",0.0786
"cty13161","Jeff Davis County, GA",0.0784
"cty02013","Aleutians East Borough, AK",0.0783
"cty48495","Winkler County, TX",0.0783
"cty48191","Hall County, TX",0.0782
"cty53003","Asotin County, WA",0.0778
"cty26107","Mecosta County, MI",0.0775
"cty21107","Hopkins County, KY",0.0774
"cty32019","Lyon County, NV",0.0771
"cty48165","Gaines County, TX",0.0771
"cty21029","Bullitt County, KY",0.0767
"cty28129","Smith County, MS",0.0766
"cty41057","Tillamook County, OR",0.0765
"cty53049","Pacific County, WA",0.0761
"cty30087","Rosebud County, MT",0.0757
"cty08087","Morgan County, CO",0.0753
"cty54063","Monroe County, WV",0.0753
"cty39031","Coshocton County, OH",0.0753
"cty26057","Gratiot County, MI",0.0748
"cty13043","Candler County, GA",0.0747
"cty13157","Jackson County, GA",0.0746
"cty48071","Chambers County, TX",0.0744
"cty21009","Barren County, KY",0.0744
"cty48267","Kimble County, TX",0.0741
"cty21023","Bracken County, KY",0.0739
"cty21039","Carlisle County, KY",0.0737
"cty32017","Lincoln County, NV",0.0735
"cty26023","Branch County, MI",0.0734
"cty21159","Martin County, KY",0.0733
"cty13287","Turner County, GA",0.0733
"cty26067","Ionia County, MI",0.0728
"cty46071","Jackson County, SD",0.0725
"cty13003","Atkinson County, GA",0.0725
"cty12093","Okeechobee County, FL",0.0718
"cty01119","Sumter County, AL",0.0718
"cty22003","Allen Parish, LA",0.0704
"cty42023","Cameron County, PA",0.0703
"cty37111","McDowell County, NC",0.0703
"cty18109","Morgan County, IN",0.0702
"cty51005","Alleghany County, VA",0.0697
"cty21173","Montgomery County, KY",0.0694
"cty29225","Webster County, MO",0.0693
"cty41013","Crook County, OR",0.0693
"cty21191","Pendleton County, KY",0.0692
"cty05075","Lawrence County, AR",0.0678
"cty17041","Douglas County, IL",0.0675
"cty18075","Jay County, IN",0.0671
"cty05011","Bradley County, AR",0.0668
"cty48217","Hill County, TX",0.066
"cty13093","Dooly County, GA",0.0656
"cty13197","Marion County, GA",0.0656
"cty48025","Bee County, TX",0.0649
"cty21065","Estill County, KY",0.0646
"cty01071","Jackson County, AL",0.0645
"cty21041","Carroll County, KY",0.064
"cty29223","Wayne County, MO",0.0635
"cty21183","Ohio County, KY",0.0633
"cty29109","Lawrence County, MO",0.0632
"cty12119","Sumter County, FL",0.063
"cty48131","Duval County, TX",0.0625
"cty13163","Jefferson County, GA",0.0623
"cty48163","Frio County, TX",0.0617
"cty31101","Keith County, NE",0.0616
"cty12045","Gulf County, FL",0.0613
"cty47067","Hancock County, TN",0.0612
"cty31113","Logan County, NE",0.0612
"cty21077","Gallatin County, KY",0.0607
"cty18183","Whitley County, IN",0.0604
"cty28039","George County, MS",0.0598
"cty08081","Moffat County, CO",0.0594
"cty47083","Houston County, TN",0.059
"cty28057","Itawamba County, MS",0.0588
"cty13035","Butts County, GA",0.0575
"cty26013","Baraga County, MI",0.0574
"cty48287","Lee County, TX",0.0574
"cty13213","Murray County, GA",0.0573
"cty51685","Manassas Park city, VA",0.057
"cty13037","Calhoun County, GA",0.0562
"cty47167","Tipton County, TN",0.0554
"cty22081","Red River Parish, LA",0.0549
"cty28153","Wayne County, MS",0.0528
"cty20069","Gray County, KS",0.0517
"cty51155","Pulaski County, VA",0.0513
"cty02164","Lake and Peninsula Borough, AK",0.0511
"cty41009","Columbia County, OR",0.0511
"cty46102","Oglala Lakota County, SD",0.0498
"cty51036","Charles City County, VA",0.0497
"cty47121","Meigs County, TN",0.0494
"cty51183","Sussex County, VA",0.0494
"cty35057","Torrance County, NM",0.0492
"cty47085","Humphreys County, TN",0.0484
"cty01027","Clay County, AL",0.047
"cty46041","Dewey County, SD",0.0459
"cty29203","Shannon County, MO",0.0459
"cty49001","Beaver County, UT",0.0459
"cty02220","Sitka City and Borough, AK",0.0458
"cty13101","Echols County, GA",0.0449
"cty47057","Grainger County, TN",0.0446
"cty51115","Mathews County, VA",0.0439
"cty12003","Baker County, FL",0.0423
"cty51690","Martinsville city, VA",0.042
"cty26079","Kalkaska County, MI",0.0413
"cty12037","Franklin County, FL",0.0403
"cty18041","Fayette County, IN",0.0392
"cty02070","Dillingham Census Area, AK",0.0388
"cty21097","Harrison County, KY",0.0388
"cty27031","Cook County, MN",0.0379
"cty12067","Lafayette County, FL",0.0358
"cty47129","Morgan County, TN",0.0351
"cty51169","Scott County, VA",0.0339
"cty18023","Clinton County, IN",0.0335
"cty48283","La Salle County, TX",0.0321
"cty13249","Schley County, GA",0.0284
"cty47007","Bledsoe County, TN",0.0278
"cty29093","Iron County, MO",0.0262
"cty18087","LaGrange County, IN",0.0244
"cty13061","Clay County, GA",0.024
"cty02290","Yukon-Koyukuk Census Area, AK",0.0236
"cty02158","Kusilvak Census Area, AK",0.0199
"cty16013","Blaine County, ID",0.0198
"cty18153","Sullivan County, IN",0.019
"cty47169","Trousdale County, TN",0.0172
"cty02050","Bethel Census Area, AK",0.0165
"cty02180","Nome Census Area, AK",0.0159
"cty13125","Glascock County, GA",0.014
"cty02188","Northwest Arctic Borough, AK",0.0102
"cty47127","Moore County, TN",0.0085
"cty02185","North Slope Borough, AK",0.0051
"cty48461","Upton County, TX",0
"cty48383","Reagan County, TX",0
"cty04011","Greenlee County, AZ",0
"cty35011","De Baca County, NM",0
"cty06051","Mono County, CA",0
"cty13007","Baker County, GA",0
"cty47139","Polk County, TN",0
"cty32029","Storey County, NV",0
"cty46017","Buffalo County, SD",
"cty48269","King County, TX",
"cty30079","Prairie County, MT",
"cty72025","Caguas Municipio, PR",
"cty49009","Daggett County, UT",
"cty48385","Real County, TX",
"cty72003","Aguada Municipio, PR",
"cty41021","Gilliam County, OR",
"cty72133","Santa Isabel Municipio, PR",
"cty72035","Cayey Municipio, PR",
"cty06091","Sierra County, CA",
"cty72054","Florida Municipio, PR",
"cty08023","Costilla County, CO",
"cty46063","Harding County, SD",
"cty38087","Slope County, ND",
"cty72087","Loiza Municipio, PR",
"cty72011","Anasco Municipio, PR",
"cty02275","Wrangell City and Borough, AK",
"cty13239","Quitman County, GA",
"cty48045","Briscoe County, TX",
"cty08057","Jackson County, CO",
"cty72099","Moca Municipio, PR",
"cty72135","Toa Alta Municipio, PR",
"cty72063","Gurabo Municipio, PR",
"cty31075","Grant County, NE",
"cty30019","Daniels County, MT",
"cty72081","Lares Municipio, PR",
"cty72001","Adjuntas Municipio, PR",
"cty48359","Oldham County, TX",
"cty72075","Juana Diaz Municipio, PR",
"cty72015","Arroyo Municipio, PR",
"cty31009","Blaine County, NE",
"cty72095","Maunabo Municipio, PR",
"cty72089","Luquillo Municipio, PR",
"cty72147","Vieques Municipio, PR",
"cty02282","Yakutat City and Borough, AK",
"cty20033","Comanche County, KS",
"cty48431","Sterling County, TX",
"cty72079","Lajas Municipio, PR",
"cty72103","Naguabo Municipio, PR",
"cty16025","Camas County, ID",
"cty72131","San Sebastian Municipio, PR",
"cty30109","Wibaux County, MT",
"cty72077","Juncos Municipio, PR",
"cty72137","Toa Baja Municipio, PR",
"cty72007","Aguas Buenas Municipio, PR",
"cty48155","Foard County, TX",
"cty72055","Guanica Municipio, PR",
"cty30103","Treasure County, MT",
"cty72113","Ponce Municipio, PR",
"cty48229","Hudspeth County, TX",
"cty72139","Trujillo Alto Municipio, PR",
"cty72125","San German Municipio, PR",
"cty49031","Piute County, UT",
"cty72083","Las Marias Municipio, PR",
"cty72029","Canovanas Municipio, PR",
"cty35021","Harding County, NM",
"cty08113","San Miguel County, CO",
"cty48319","Mason County, TX",
"cty46075","Jones County, SD",
"cty72117","Rincon Municipio, PR",
"cty30033","Garfield County, MT",
"cty08033","Dolores County, CO",
"cty72141","Utuado Municipio, PR",
"cty72109","Patillas Municipio, PR",
"cty72005","Aguadilla Municipio, PR",
"cty30045","Judith Basin County, MT",
"cty02230","Skagway Municipality, AK",
"cty31091","Hooker County, NE",
"cty72115","Quebradillas Municipio, PR",
"cty72041","Cidra Municipio, PR",
"cty72059","Guayanilla Municipio, PR",
"cty31117","McPherson County, NE",
"cty48327","Menard County, TX",
"cty72071","Isabela Municipio, PR",
"cty72149","Villalba Municipio, PR",
"cty02060","Bristol Bay Borough, AK",
"cty72039","Ciales Municipio, PR",
"cty72065","Hatillo Municipio, PR",
"cty72037","Ceiba Municipio, PR",
"cty02068","Denali Borough, AK",
"cty72017","Barceloneta Municipio, PR",
"cty15005","Kalawao County, HI",
"cty51091","Highland County, VA",
"cty30069","Petroleum County, MT",
"cty72091","Manati Municipio, PR",
"cty72021","Bayamon Municipio, PR",
"cty48173","Glasscock County, TX",
"cty48447","Throckmorton County, TX",
"cty72129","San Lorenzo Municipio, PR",
"cty72151","Yabucoa Municipio, PR",
"cty30051","Liberty County, MT",
"cty72119","Rio Grande Municipio, PR",
"cty48301","Loving County, TX",
"cty30107","Wheatland County, MT",
"cty72009","Aibonito Municipio, PR",
"cty31115","Loup County, NE",
"cty08079","Mineral County, CO",
"cty72023","Cabo Rojo Municipio, PR",
"cty72013","Arecibo Municipio, PR",
"cty72105","Naranjito Municipio, PR",
"cty30055","McCone County, MT",
"cty72057","Guayama Municipio, PR",
"cty31007","Banner County, NE",
"cty72153","Yauco Municipio, PR",
"cty72061","Guaynabo Municipio, PR",
"cty46119","Sully County, SD",
"cty41055","Sherman County, OR",
"cty31171","Thomas County, NE",
"cty30037","Golden Valley County, MT",
"cty48235","Irion County, TX",
"cty31005","Arthur County, NE",
"cty48413","Schleicher County, TX",
"cty72073","Jayuya Municipio, PR",
"cty32009","Esmeralda County, NV",
"cty30059","Meagher County, MT",
"cty32011","Eureka County, NV",
"cty72145","Vega Baja Municipio, PR",
"cty72111","Penuelas Municipio, PR",
"cty02100","Haines Borough, AK",
"cty20187","Stanton County, KS",
"cty72043","Coamo Municipio, PR",
"cty31103","Keya Paha County, NE",
"cty08111","San Juan County, CO",
"cty49033","Rich County, UT",
"cty72085","Las Piedras Municipio, PR",
"cty08017","Cheyenne County, CO",
"cty20075","Hamilton County, KS",
"cty16033","Clark County, ID",
"cty30075","Powder River County, MT",
"cty72097","Mayaguez Municipio, PR",
"cty72123","Salinas Municipio, PR",
"cty35003","Catron County, NM",
"cty72051","Dorado Municipio, PR",
"cty72107","Orocovis Municipio, PR",
"cty48443","Terrell County, TX",
"cty72067","Hormigueros Municipio, PR",
"cty72143","Vega Alta Municipio, PR",
"cty06003","Alpine County, CA",
"cty48137","Edwards County, TX",
"cty72069","Humacao Municipio, PR",
"cty48271","Kinney County, TX",
"cty48263","Kent County, TX",
"cty72027","Camuy Municipio, PR",
"cty41069","Wheeler County, OR",
"cty46095","Mellette County, SD",
"cty72049","Culebra Municipio, PR",
"cty72053","Fajardo Municipio, PR",
"cty08053","Hinsdale County, CO",
"cty72019","Barranquitas Municipio, PR",
"cty72033","Catano Municipio, PR",
"cty72121","Sabana Grande Municipio, PR",
"cty48311","McMullen County, TX",
"cty48033","Borden County, TX",
"cty48261","Kenedy County, TX",
"cty72031","Carolina Municipio, PR",
"cty72093","Maricao Municipio, PR",
"cty28055","Issaquena County, MS",
"cty72045","Comerio Municipio, PR",
"cty48345","Motley County, TX",
"cty30011","Carter County, MT",
"cty72047","Corozal Municipio, PR",
"cty48105","Crockett County, TX",
"cty48101","Cottle County, TX",
"cty72101","Morovis Municipio, PR",
